Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,City_Investors,sq-ft_cost,Purchase_Amount,Area_Purchased
7-Feb-13,31-Mar-13,KOLKATA,Ballygunge,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Miss Clarabelle Muller,trivandrum,11903,44776705,5374
18-Feb-13,11-Apr-13,KOLKATA,New Alipore,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Sophie Mann,bhiwandi,5792,37732795,7403
20-Feb-13,13-Apr-13,KOLKATA,Salt Lake,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Ross Stanton,saharanpur,4572,23730326,6179
21-Feb-13,14-Apr-13,KOLKATA,Dum Dum,Residential,United House,1959,Estel Botsford,1728,0.64,B,Pierce Wehner Sr.,gorakhpur,2945,17994186,9547
7-Jul-13,28-Aug-13,KOLKATA,Tollygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ransom Rodriguez PhD,guntur,4632,27130087,7915
19-Jul-13,9-Sep-13,KOLKATA,Ballygunge,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Ms. Stefan Heathcote,bikaner,9945,70848578,8481
26-Jul-13,16-Sep-13,PUNE,Aundh,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Rasheed Kuhic,amravati,7855,40132138,7983
11-Aug-13,2-Oct-13,PUNE,Kalyani Nagar,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Mrs. Candida Legros,noida,9597,53331681,8683
20-Aug-13,11-Oct-13,PUNE,Hinjewadi,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Dovie Reichert,jamshedpur,5038,29157627,7821
21-Aug-13,12-Oct-13,PUNE,Koregaon Park,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mrs. Erika Schroeder,bhilai,11266,67645120,8114
22-Aug-13,13-Oct-13,PUNE,Magarpatta,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Monte Beahan,warangal,7066,23022724,5091
23-Aug-13,14-Oct-13,PUNE,Aundh,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Maiya Ledner,cuttack,15591,82445832,7146
27-Aug-13,18-Oct-13,PUNE,Kalyani Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Dr. Elissa Harvey,firozabad,11243,80918569,9726
31-Aug-13,22-Oct-13,PUNE,Hinjewadi,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Alycia Weissnat,kochi,4814,28242390,7928
11-Sep-13,2-Nov-13,PUNE,Koregaon Park,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Aron Lesch,bhavnagar,10932,8284707,9473
12-Sep-13,3-Nov-13,PUNE,Magarpatta,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Rae Prohaska DVM,dehradun,6821,29613235,6292
14-Sep-13,5-Nov-13,PUNE,Kalyani Nagar,Residential,Brett Group,1940,Naomie Daniel,1452,0.21,C,Humberto Gottlieb,durgapur,11243,16751508,7095
17-Sep-13,8-Nov-13,PUNE,Hinjewadi,Residential,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Leopold Gorczany,asansol,4814,23217922,7420
30-Oct-11,21-Dec-11,PUNE,Koregaon Park,Residential,Mabey,1814,Dereck Simonis V,5578,0.94,A,Ms. Kaitlyn Lowe,nanded,7943,64786126,8677
30-Apr-13,21-Jun-13,PUNE,Magarpatta,Residential,Lagan,1896,Bailey Witting,4545,0.32,D,Jacynthe Becker II,kolhapur,6472,16268019,7855
14-Mar-13,5-May-13,Chennai,T-Nagar,Commercial,Headcrown,1802,Kyra Herman,7357,0.58,E,Murray Runolfsson,ajmer,10563,49147104,8022
19-Feb-13,12-Apr-13,Chennai,Anna Nagar,Commercial,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Jamil Willms,gulbarga,14782,130359649,9691
23-Mar-11,14-May-11,Chennai,Adyar,Commercial,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Virgil Spencer,jamnagar,14206,87937129,7458
7-Apr-11,29-May-11,Chennai,Porur,Commercial,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Isabelle Raynor,ujjain,4163,13793476,7363
1-Jul-12,22-Aug-12,Chennai,OMR,Commercial,Simpson (York),1878,Nico Beier,6445,0.39,E,Julianne Anderson,loni,3559,12228368,8810
6-Oct-11,27-Nov-11,Chennai,T-Nagar,Residential,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Jacynthe Hand,siliguri,8839,14037746,5672
20-Jan-11,1-Feb-11,Chennai,Anna Nagar,Residential,Shepherd,1828,Donny O'Conner,5651,0.5,B,Freddy Kovacek,jhansi,7395,36431468,9853
19-Jan-11,2-Feb-11,Chennai,Adyar,Residential,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Leland Streich,ulhasnagar,9117,14820595,8128
5-Feb-11,29-Mar-11,Chennai,Porur,Residential,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Robin Hand DDS,nellore,3592,14325183,5539
6-Feb-11,30-Mar-11,Chennai,OMR,Residential,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Cynthia Rath DVM,jammu,2924,5517237,7862
7-Feb-11,31-Mar-11,DELHI,Mayur Vihar,Commercial,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Earnest Torphy III,sangli-miraj & kupwad,8500,17539665,5577
8-Feb-11,1-Apr-11,DELHI,Chanakyapuri,Commercial,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Elisha Windler,belgaum,47500,240400350,5442
9-Feb-11,2-Apr-11,DELHI,Vasant Kunj,Commercial,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Mrs. Mckenna Donnelly,mangalore,12400,43034572,8071
10-Feb-11,3-Apr-11,MUMBAI,AIROLI,Commercial,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Jett Leffler,ambattur,20500,8113080,9894
11-Feb-11,4-Apr-11,MUMBAI,CHEMBUR,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Mrs. Kathryne Tromp,tirunelveli,13200,32379600,9812
12-Feb-11,5-Apr-11,MUMBAI,VILE PARLE,Residential,Mclaren,1862,Steve Guªann,5661,0.3,C,Emmy Kilback,melagaon,18529,53135613,9559
13-Feb-11,6-Apr-11,MUMBAI,VASAI,Residential,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Rossie Runte DVM,gaya,3594,20766420,7504
14-Feb-11,7-Apr-11,MUMBAI,JUHU,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Tomas Rowe,jalgaon,22920,143337554,6653
15-Feb-11,8-Apr-11,MUMBAI,AIROLI,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Saul Wintheiser I,udaipur,18252,51443445,9719
16-Feb-11,9-Apr-11,DELHI,Mayur Vihar,Commercial,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Dr. Quinn Cormier,maheshtala,8300,9757314,5598
17-Feb-11,10-Apr-11,DELHI,Chanakyapuri,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Mr. Retta Fadel,tirupur,47500,79688375,5785
10-Mar-11,1-May-11,DELHI,Vasant Kunj,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Zena Kessler,davanagere,12400,96640640,9742
11-Mar-11,2-May-11,DELHI,Saket,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Royce Reichert,kozhikode,11500,15426675,8943
12-Mar-11,3-May-11,DELHI,Pithampura,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Edyth Glover,akola,25000,54416000,6802
13-Mar-11,4-May-11,DELHI,Mayur Vihar,Residential,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Rosario Olson IV,kurnool,8100,27429840,6640
14-Mar-11,5-May-11,DELHI,Chanakyapuri,Residential,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Marlee Shanahan,rajpur sonarpur,47000,17307280,9206
15-Mar-11,6-May-11,DELHI,Vasant Kunj,Residential,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Mozelle Koelpin,bokaro,12300,65813979,6949
16-Mar-11,7-May-11,DELHI,Saket,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Consuelo Upton,south dumdum,12000,87859920,7789
17-Mar-11,8-May-11,DELHI,Pithampura,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Faye Larkin,bellary,21000,51710190,8491
18-Mar-11,9-May-11,HYDERABAD,KUKATPALLY,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Mr. Hiram Halvorson,patiala,2704,6058420,7726
19-Mar-11,10-May-11,HYDERABAD,JUBLIEE HILLS,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Dr. Cathryn Corwin,gopalpur,10827,26917763,8573
3-Apr-11,25-May-11,MUMBAI,CHEMBUR,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Asa Carroll,agartala,13200,24575760,6420
4-Apr-11,26-May-11,MUMBAI,VILE PARLE,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Mr. Jennie Bradtke,bhagalpur,18529,34878804,6491
5-Apr-11,27-May-11,MUMBAI,VASAI,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Eliseo Price,muzaffarnagar,3594,18990696,6605
6-Apr-11,28-May-11,MUMBAI,JUHU,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Micaela Ritchie,bhatpara,22920,36304822,5462
7-Apr-11,29-May-11,MUMBAI,AIROLI,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Rahul Russel,panihati,18252,138539981,9488
8-Apr-11,30-May-11,HYDERABAD,MIYAPUR,Residential,Arun Excello,1987,Sriram P,1255,0.15,E,Kristoffer Bruen,latur,2408,3366023,9319
9-Apr-11,31-May-11,BANGALORE,INDIRANAGAR,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Mrs. Edwardo Connelly,dhule,5696,15086653,8277
10-Apr-11,1-Jun-11,BANGALORE,JAYANAGAR,Commercial,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Antwan Greenfelder,rohtak,96578,278880564,5662
11-Apr-11,2-Jun-11,BANGALORE,FRAZER TOWN,Commercial,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Brigitte Borer,korba,6359,1451124,5705
12-Apr-11,3-Jun-11,BANGALORE,HEBBAL,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Bertha O'Kon,bhilwara,3704,21208067,7436
13-Apr-11,4-Jun-11,BANGALORE,KORAMANGALA,Commercial,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Izaiah Kuhic,brahmapur,8401,64960228,8226
14-Apr-11,5-Jun-11,BANGALORE,INDIRANAGAR,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Dr. Shayne Waelchi,muzaffarpur,9758,17377925,6141
29-Dec-11,19-Feb-12,BANGALORE,JAYANAGAR,Residential,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Minerva Erdman,ahmednagar,106544,177897582,7951
30-Dec-11,20-Feb-12,BANGALORE,FRAZER TOWN,Residential,Unitech,1972,Ramesh Chandra,1472,0.59,A,Garrison Daugherty,mathura,8690,31890562,6220
31-Dec-11,21-Feb-12,BANGALORE,HEBBAL,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Tabitha Collier III,kollam,5107,25655015,6698
1-Jan-12,22-Feb-12,BANGALORE,KORAMANGALA,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Elmo Casper,avadi,5852,41849115,9535
2-Jan-12,23-Feb-12,MUMBAI,CHEMBUR,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Stephan Ward,rajamundry,13498,75318840,7440
3-Jan-12,24-Feb-12,MUMBAI,VILE PARLE,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Lane Halvorson,kadapa,21192,90532224,5696
4-Jan-12,25-Feb-12,MUMBAI,VASAI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Dameon Hettinger,kamarhati,3972,22786371,7649
5-Jan-12,26-Feb-12,MUMBAI,JUHU,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Paul Moore,bilaspur,25279,143692156,7579
6-Jan-12,27-Feb-12,MUMBAI,AIROLI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Cortney Thiel,shahjahanpur,22504,108154224,6408
7-Jan-12,28-Feb-12,MUMBAI,CHEMBUR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Neha Larkin,bijapur,14171,87970025,8277
8-Jan-12,29-Feb-12,MUMBAI,VILE PARLE,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Zoey Nikolaus,rampur,20238,126831546,8356
9-Jan-12,1-Mar-12,MUMBAI,VASAI,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Rafael Satterfield,shivamogga,4137,20865994,6725
10-Jan-12,2-Mar-12,MUMBAI,JUHU,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Jerel Effertz III,chandrapur,28370,158304600,7440
11-Jan-12,3-Mar-12,MUMBAI,AIROLI,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Bernardo Mann,junagadh,21000,133512750,8477
12-Jan-12,4-Mar-12,DELHI,Mayur Vihar,Commercial,TATA,1868,Ratan Tata,565502,0.79,E,Antwan Bruen,thrissur,10000,46894400,5936
13-Jan-12,5-Mar-12,HYDERABAD,JUBLIEE HILLS,Residential,VGN,1942,Pratish Devadoss,3683,0.26,D,Stewart Sawayn MD,alwar,4846,8082643,6415
14-Jan-12,6-Mar-12,HYDERABAD,BANJARA HILLS,Residential,Carillion ,1927,Arlo Moore,8282,0.16,C,Kaleb McKenzie,bardhaman,40056,57661413,8997
15-Jan-12,7-Mar-12,HYDERABAD,KONDAPUR,Residential,Kier Group (Inc. May Gurney),1862,Salvatore Hackett,7200,0.61,B,Vicky Kovacek,kulti,3173,17042342,8805
16-Jan-12,8-Mar-12,HYDERABAD,MIYAPUR,Residential,Interserve,1856,Ms. Jeanie Hettinger,9644,0.85,E,Adell Weber,kakinada,2225,16909666,8941
17-Jan-12,9-Mar-12,BANGALORE,INDIRANAGAR,Commercial,Mitie,1954,Johnnie Senger,7511,0.2,D,Monserrate Bauch Sr.,nizamabad,10438,20562860,9850
18-Jan-12,10-Mar-12,BANGALORE,JAYANAGAR,Commercial,Morgan Sindall,1920,Lexi Moore,9930,0.56,B,Dr. Alyson Bogisich,parbhani,14357,68733276,8549
19-Jan-12,11-Mar-12,BANGALORE,FRAZER TOWN,Commercial,BAM Construction/Nuttall,1850,Deon Emard,2625,0.02,D,Mr. Jacky Ullrich,tumkur,7105,1341708,9442
20-Jan-12,12-Mar-12,BANGALORE,HEBBAL,Commercial,Laing O Rourke,1898,Ryann Becker,1723,0.73,E,Dr. Mallie Cummings,hisar,4534,16635155,5026
21-Jan-12,13-Mar-12,BANGALORE,KORAMANGALA,Commercial,Galliford Try ,1898,Carlee Koelpin,3361,0.5,C,Ansel Wolf,ozhukarai,8882,22347112,5032
22-Jan-12,14-Mar-12,BANGALORE,INDIRANAGAR,Residential,Keller,1866,Lavonne Hudson,6649,0.78,A,Rico Stark,bihar sharif,6552,43102463,8434
23-Jan-12,15-Mar-12,BANGALORE,JAYANAGAR,Residential,ISG,1924,Delta Durgan,6405,0.56,D,Cory Morar Jr.,panipat,106544,337582533,5658
24-Jan-12,16-Mar-12,BANGALORE,FRAZER TOWN,Residential,Wates,1804,Florian D'Amore,2543,0.5,E,Jordan Ruecker,darbhanga,8690,42276850,9730
25-Jan-12,17-Mar-12,BANGALORE,HEBBAL,Residential,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Florian Quitzon,bally,5107,16292351,5317
26-Jan-12,18-Mar-12,BANGALORE,KORAMANGALA,Residential,Enterprise,1954,Polly Brakus,9410,0.87,C,Gwendolyn Terry,aizwal,5852,48051123,9438
27-Jan-12,19-Mar-12,MUMBAI,CHEMBUR,Commercial,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Wilhelmine Tremblay,dewas,13498,73246627,9356
28-Jan-12,20-Mar-12,MUMBAI,VILE PARLE,Commercial,Skanska,1904,Connor Wyman,2574,0.37,A,Emmanuelle Pfeffer,ichalkaranji,21192,76536391,9761
27-Feb-12,19-Apr-12,MUMBAI,VASAI,Commercial,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Shania Aufderhar,tirupati,3997,24645542,9203
28-Feb-12,20-Apr-12,MUMBAI,JUHU,Commercial,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Valentin Yundt,karnal,27756,229232363,8977
29-Feb-12,21-Apr-12,MUMBAI,AIROLI,Commercial,Mace,1897,Coy Block,8200,0.86,B,Trace Russel,bathinda,23000,168031100,8495
1-Mar-12,22-Apr-12,MUMBAI,CHEMBUR,Residential,Costain,1949,Joany Littel,7859,0.64,A,Murray Stamm,jalna,16373,77951198,7439
2-Mar-12,23-Apr-12,MUMBAI,VILE PARLE,Residential,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Eleanora Funk,barasat,20595,61111544,8478
3-Mar-12,24-Apr-12,MUMBAI,VASAI,Residential,Mears,1824,Orion Nicolas,5484,0.41,B,Gwendolyn Bergstrom,kirari suleman nagar,4269,14000570,7999
4-Mar-12,25-Apr-12,MUMBAI,JUHU,Residential,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Bennie Schneider,purnia,30167,53868609,6868
5-Mar-12,26-Apr-12,MUMBAI,AIROLI,Residential,Bowmer & Kirkland ,1930,Effie Legros,1865,0.25,C,Arthur Ankunding,satna,21585,49462028,9166
6-Mar-12,27-Apr-12,DELHI,Mayur Vihar,Commercial,Shepherd,1828,Donny O'Conner,5651,0.5,B,Vicky Grady,mau,9500,28067750,5909
7-Mar-12,28-Apr-12,DELHI,Chanakyapuri,Commercial,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Dr. Augusta Hammes,sonipat,51000,55630800,5454
8-Mar-12,29-Apr-12,DELHI,Vasant Kunj,Commercial,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Skye Pfannerstill,farrukhabad,17900,110669256,8587
9-Mar-12,30-Apr-12,DELHI,Saket,Commercial,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Queen Jaskolski,sagar,2200,4903008,9286
10-Mar-12,1-May-12,DELHI,Pithampura,Commercial,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Ms. Reina Guªann,rourkela,31200,78002808,6757
11-Mar-12,2-May-12,DELHI,Mayur Vihar,Residential,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Wilfrid Dickinson Sr.,durgapur,8500,53516850,6770
12-Mar-12,3-May-12,DELHI,Chanakyapuri,Residential,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Tad Larkin,imphal,50000,199369500,9273
13-Mar-12,4-May-12,DELHI,Vasant Kunj,Residential,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Fabiola Emard,ratlam,16100,5143628,7987
14-Mar-12,5-May-12,DELHI,Saket,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Enos Paucek DVM,hapur,18700,46044075,9849
15-Mar-12,6-May-12,DELHI,Pithampura,Residential,Mclaren,1862,Steve Guªann,5661,0.3,C,Javonte Leuschke,anantapur,31000,85736700,9219
16-Mar-12,7-May-12,HYDERABAD,KUKATPALLY,Commercial,Emcor,1827,Adrain Corkery,6375,0.45,D,Brenda Donnelly II,arrah,3102,11513383,8248
17-Mar-12,8-May-12,HYDERABAD,JUBLIEE HILLS,Commercial,Renew Holdings ,1815,Jefferey Gaylord V,6423,0.93,C,Wilhelm Waelchi,karimnagar,9448,71162997,8099
15-Apr-12,6-Jun-12,HYDERABAD,BANJARA HILLS,Commercial,Sisk,1890,Jovany Tillman III,2307,0.09,E,Adan Corwin,etawah,77475,36892820,5291
16-Apr-12,7-Jun-12,HYDERABAD,KONDAPUR,Commercial,Enserve (Spice),1932,Mikel Emard,4343,0.47,B,Mr. Idella Windler,ambernath,23075,100600539,9276
17-Apr-12,8-Jun-12,HYDERABAD,MIYAPUR,Commercial,Northstone NI,1938,Asa Bechtelar,6450,0.59,A,Lea Fay II,north dumdum,2700,15874245,9965
18-Apr-12,9-Jun-12,HYDERABAD,KUKATPALLY,Residential,Seddon ,1846,Sincere Wisozk,3997,0.11,D,Destinee Kulas,bharatpur,2650,2638950,9053
19-Apr-12,10-Jun-12,HYDERABAD,JUBLIEE HILLS,Residential,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,Crawford Wintheiser,begusarai,4828,13693898,8595
20-Apr-12,11-Jun-12,DELHI,Saket,Residential,Robertson Group ,1832,Brenden Hills,8611,0.14,B,Claudie Wehner,new delhi,18700,13987974,5343
21-Apr-12,12-Jun-12,DELHI,Pithampura,Residential,Byrne Group,1959,Dante Stanton,7750,0.45,C,Leonie Ondricka Sr.,gandhidham,31000,102560400,7352
22-Apr-12,13-Jun-12,HYDERABAD,KUKATPALLY,Commercial,John Graham,1907,Jack Volkman,6540,0.87,D,Bobbie Lockman,baranagar,3102,13960582,5173
18-Jun-12,9-Aug-12,HYDERABAD,JUBLIEE HILLS,Commercial,Spie Matthew Hall,1963,Bethany Mohr IV,8478,0.19,E,Hester Halvorson,thiruvittiyur,10258,11084077,5687
19-Jun-12,10-Aug-12,HYDERABAD,BANJARA HILLS,Commercial,Severfield-Rowen,1845,Loyal O'Keefe,9210,0.87,C,Holden Goldner,puducherry,68598,596086437,9988
20-Jun-12,11-Aug-12,HYDERABAD,KONDAPUR,Commercial,Clancy,1940,Alvera Murray,9782,0.53,A,Macie Ledner,sikar,26184,69623518,5017
21-Jun-12,12-Aug-12,HYDERABAD,MIYAPUR,Commercial,RG Carter,1827,Carlie Stiedemann,1892,0.19,D,Dewitt Leuschke,thoothukudi,2885,4676268,8531
22-Jun-12,13-Aug-12,HYDERABAD,KUKATPALLY,Residential,Ardmore ,1884,Johan Hayes,1605,0.86,E,Laurine Bradtke IV,rewa,1987,10210200,5975
23-Jun-12,14-Aug-12,HYDERABAD,JUBLIEE HILLS,Residential,Integral UK ,1910,Ramon Swaniawski,3722,0.6,C,Adella Huel,mirzapur,5059,24598882,8104
24-Jun-12,15-Aug-12,HYDERABAD,BANJARA HILLS,Residential,Brookfield Multiplex,1994,Athena Morar,9625,0.21,A,Adeline Morissette,raichur,25897,39477128,7259
25-Jun-12,16-Aug-12,HYDERABAD,KONDAPUR,Residential,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Mr. Ola Ferry,pali,3304,25212560,7708
26-Jun-12,17-Aug-12,HYDERABAD,MIYAPUR,Residential,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Emmitt Spinka V,ramagundam,2487,4738531,8284
27-Jun-12,18-Aug-12,Chennai,OMR,Commercial,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Joy Runolfsdottir,vizianagaram,3559,32644287,9456
28-Jun-12,19-Aug-12,Chennai,T-Nagar,Residential,Longcross,1961,Malachi Larson,8600,0.28,D,Dorcas Kuhn Sr.,katihar,10156,20582556,7238
29-Jun-12,20-Aug-12,Chennai,Anna Nagar,Residential,Higgins ,1840,Joshua Dickens,2322,0.07,C,Kylie Waelchi,haridwar,8043,3561601,6326
31-Jul-12,21-Sep-12,Chennai,Adyar,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Bridie Bradtke,sri ganganagar,10467,62247668,6758
1-Aug-12,22-Sep-12,Chennai,Porur,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Kenya Schmeler PhD,karawat nagar,4574,20378817,5304
2-Aug-12,23-Sep-12,Chennai,OMR,Residential,United House,1959,Estel Botsford,1728,0.64,B,Clemens Terry,nagercoil,4122,25789870,9776
3-Aug-12,24-Sep-12,KOLKATA,New Alipore,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Damion Heaney,mango,6619,32038210,6541
4-Aug-12,25-Sep-12,KOLKATA,Salt Lake,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Dr. Hermann Mitchell,bulandshahr,5290,25280487,6458
5-Aug-12,26-Sep-12,KOLKATA,Dum Dum,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Braulio O'Conner,thanjavur,2974,19643984,8926
6-Jul-12,27-Sep-12,KOLKATA,Tollygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Michel Graham,mumbai,4640,21013632,6120
7-Jul-12,28-Sep-12,KOLKATA,Ballygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Triston Boehm II,delhi,10487,64325790,8289
8-Jul-12,29-Sep-12,KOLKATA,New Alipore,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Kelvin Hyatt,bangalore,6219,25826761,5612
9-Jul-12,30-Sep-12,KOLKATA,Salt Lake,Residential,T Clarke,1907,Wilson Botsford,4465,0.08,D,Clovis Buckridge,hyderabad,8345,3671132,5499
10-Jul-12,1-Oct-12,MUMBAI,JUHU,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Rashad Hirthe,ahmedabad,29681,136068389,6644
11-Jul-12,2-Oct-12,MUMBAI,AIROLI,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Erik Heathcote,chennai,22333,40403747,8615
12-Jul-12,3-Oct-12,MUMBAI,CHEMBUR,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Julia Mitchell MD,kolkata,15320,92558844,8631
13-Jul-12,4-Oct-12,MUMBAI,VILE PARLE,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Nels Dicki,surat,21647,105954272,8024
14-Jul-12,5-Oct-12,MUMBAI,VASAI,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Sim Feeney,pune,4457,17228534,7731
15-Jul-12,6-Oct-12,MUMBAI,JUHU,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Theron Osinski,jaipur,31212,161241192,7175
16-Jul-12,7-Oct-12,MUMBAI,AIROLI,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Mr. Cody Hirthe,lucknow,20255,50939097,6797
17-Jul-12,8-Oct-12,HYDERABAD,MIYAPUR,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Raymond Rippin,kanpur,2537,10335687,5738
13-Aug-12,4-Nov-12,BANGALORE,INDIRANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ludwig Schuppe V,nagpur,10261,54397255,7164
14-Aug-12,5-Nov-12,BANGALORE,JAYANAGAR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Cristal McGlynn,indore,6683,38777038,7841
15-Aug-12,6-Nov-12,BANGALORE,FRAZER TOWN,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Stephania Grimes,thane,8304,34540820,5621
16-Aug-12,7-Nov-12,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Anissa Hand,bhopal,5130,24151424,6362
