Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,City_Investors,sq-ft_cost,Purchase_Amount,Area_Purchased
9-Nov-13,2-Dec-13,MUMBAI,JUHU,Commercial,Lagan,1896,Bailey Witting,4545,0.32,D,Mateo Goodwin,chennai,36000,78289920,6796
10-Nov-13,3-Dec-13,MUMBAI,AIROLI,Commercial,Headcrown,1802,Kyra Herman,7357,0.58,E,Lavina Boehm Jr.,kolkata,22500,118820250,9105
11-Nov-13,4-Dec-13,MUMBAI,CHEMBUR,Residential,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Rex VonRueden,surat,17524,117448477,7365
12-Nov-13,5-Dec-13,MUMBAI,VILE PARLE,Residential,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Lila Thompson,pune,22408,149086698,8016
13-Nov-13,6-Dec-13,MUMBAI,VASAI,Residential,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Kimberly McGlynn,jaipur,4836,21444275,9854
14-Nov-13,7-Dec-13,PUNE,Kalyani Nagar,Commercial,Simpson (York),1878,Nico Beier,6445,0.39,E,Maritza Zemlak,lucknow,9597,23052090,6159
15-Nov-13,8-Dec-13,PUNE,Hinjewadi,Commercial,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Bill Becker,kanpur,5038,10098772,7159
16-Nov-13,9-Dec-13,PUNE,Koregaon Park,Commercial,Shepherd,1828,Donny O'Conner,5651,0.5,B,Ms. Anais Koss,nagpur,11266,45030202,7994
17-Nov-13,10-Dec-13,PUNE,Magarpatta,Commercial,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Alysson Lockman,indore,7066,8439630,5972
18-Nov-13,11-Dec-13,PUNE,Aundh,Residential,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Jaeden Howell,thane,15591,103083950,9183
19-Nov-13,12-Dec-13,PUNE,Kalyani Nagar,Residential,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Chris Casper,bhopal,11243,21891470,8113
20-Nov-13,13-Dec-13,PUNE,Hinjewadi,Residential,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Beau Reichert MD,vishakapatnam,4814,10742297,6031
21-Nov-13,14-Dec-13,PUNE,Koregaon Park,Residential,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Arely Cremin,pimpri-chinchwad,10932,95821713,9425
22-Nov-13,15-Dec-13,PUNE,Magarpatta,Residential,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Kaleigh Okuneva,patna,6821,20944767,7141
23-Nov-13,16-Dec-13,Chennai,T-Nagar,Commercial,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Vince Heidenreich,vadodra,10932,3816143,8727
24-Nov-13,17-Dec-13,Chennai,Anna Nagar,Commercial,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Dominic Parisian,ghaziabad,19135,35337561,7387
25-Nov-13,18-Dec-13,Chennai,Adyar,Commercial,Mclaren,1862,Steve Guªann,5661,0.3,C,Mr. Ransom Larson,ludhiana,22901,65075482,9472
26-Nov-13,19-Dec-13,Chennai,Porur,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Scottie Dickens,agra,4965,21118528,5524
27-Nov-13,20-Dec-13,Chennai,OMR,Commercial,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Easton Ryan,nashik,4599,26310143,6086
28-Nov-13,21-Dec-13,Chennai,T-Nagar,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Kenya Buckridge IV,faridabad,11926,26156938,7563
29-Nov-13,22-Dec-13,Chennai,Anna Nagar,Residential,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Felicita Oberbrunner,meerut,9554,11018819,5492
30-Nov-13,23-Dec-13,Chennai,Adyar,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Christine Ledner DDS,rajkot,13991,27890499,6874
1-Dec-13,24-Dec-13,Chennai,Porur,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Howell Nolan,kalyan-dombivali,5292,23665824,5590
2-Dec-13,25-Dec-13,Chennai,OMR,Residential,Arun Excello,1987,Sriram P,1255,0.15,E,Michale Kassulke,vasai-virar,4271,4313496,6733
3-Dec-13,26-Dec-13,KOLKATA,New Alipore,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Susan Murazik,varanasi,7166,14426018,6291
4-Dec-13,27-Dec-13,KOLKATA,Salt Lake,Commercial,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Jeffrey Dooley,srinagar,5945,30225510,9969
5-Dec-13,28-Dec-13,KOLKATA,Dum Dum,Commercial,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Virgie O'Hara,aurangabad,3206,1218152,9499
6-Dec-13,29-Dec-13,KOLKATA,Tollygunge,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Dr. Dashawn Schulist,dhanbad,4672,18005187,5005
7-Dec-13,30-Dec-13,KOLKATA,Ballygunge,Commercial,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Felicia Boyer,amritsar,10681,73875350,7358
8-Dec-13,31-Dec-13,KOLKATA,New Alipore,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Adelbert Sporer III,navi mumbai,6527,14716753,7775
21-Mar-12,13-Apr-12,KOLKATA,Salt Lake,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Kole Pouros IV,allahabad,8160,19520434,8249
22-Mar-12,14-Apr-12,KOLKATA,Dum Dum,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Fabian Waters,ranchi,3025,8158425,9300
13-Apr-12,6-May-12,KOLKATA,Tollygunge,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Eldon Smitham,howrah,4197,10895748,8952
15-Apr-12,8-May-12,KOLKATA,Ballygunge,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Jean Walter,coimbatore,8982,24667267,9470
12-May-12,4-Jun-12,PUNE,Aundh,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Dr. Kaitlyn Heller,jabalpur,6945,49753980,8955
29-May-12,21-Jun-12,PUNE,Kalyani Nagar,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Florian Shanahan,gwalior,7286,20438469,9673
10-Jul-12,2-Aug-12,PUNE,Hinjewadi,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Ellsworth Frami,vijayawada,5019,29359142,7312
18-Jul-12,10-Aug-12,PUNE,Koregaon Park,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Ronny Leuschke,jodhpur,8849,9364454,7055
23-Jul-12,15-Aug-12,PUNE,Magarpatta,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Alessandro Pfeffer,madurai,5925,10575888,5578
25-Jul-12,17-Aug-12,PUNE,Aundh,Residential,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Fausto Gleason,raipur,8307,32041179,7563
26-Jul-12,18-Aug-12,PUNE,Kalyani Nagar,Residential,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Barton Koepp,kota,8475,2885229,8511
28-Jul-12,20-Aug-12,PUNE,Hinjewadi,Residential,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Andre Spinka,guwahati,4519,33404448,9600
6-Aug-12,29-Aug-12,PUNE,Koregaon Park,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Germaine Kutch,chandigarh,8593,60144469,7446
27-Aug-12,19-Sep-12,PUNE,Magarpatta,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Eunice Thiel,solapur,5587,9957934,6146
9-Sep-12,2-Oct-12,Chennai,T-Nagar,Commercial,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Emmy Hauck,hubballi-dharwad,11343,15735690,6606
28-Sep-12,21-Oct-12,BANGALORE,KORAMANGALA,Commercial,Unitech,1972,Ramesh Chandra,1472,0.59,A,Vivianne Robel,bareilly,9918,57509721,9828
29-Sep-12,22-Oct-12,BANGALORE,INDIRANAGAR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Sammie Kilback,morababad,8267,37052694,5976
30-Sep-12,23-Oct-12,BANGALORE,JAYANAGAR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Daniella Gulgowski,mysore,103325,419008706,5407
1-Oct-12,24-Oct-12,BANGALORE,FRAZER TOWN,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Carley Runte,gurgaon,8279,35268540,5680
4-Oct-12,27-Oct-12,BANGALORE,HEBBAL,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Braxton Keeling,aligarh,6058,39746538,8748
6-Oct-12,29-Oct-12,BANGALORE,KORAMANGALA,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Ms. Hunter Schuster,jalandhar,6704,27638916,5497
10-Oct-12,2-Nov-12,MUMBAI,CHEMBUR,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Cale Stark Jr.,tiruchirapalli,14758,67174727,6069
21-Oct-12,13-Nov-12,MUMBAI,VILE PARLE,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Barney Funk,bhubaneshwar,23364,100809819,5753
22-Oct-12,14-Nov-12,MUMBAI,VASAI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Jordyn Robel,salem,6313,29298633,6188
23-Oct-12,15-Nov-12,MUMBAI,JUHU,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Annie Price,mira-bhayandar,29681,168001880,7547
27-Oct-12,19-Nov-12,MUMBAI,AIROLI,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Earlene Ortiz,trivandrum,22333,126025119,7524
1-Nov-12,24-Nov-12,MUMBAI,CHEMBUR,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Miss Brionna Schumm,bhiwandi,15320,77224290,6721
17-Aug-13,9-Sep-13,MUMBAI,VILE PARLE,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Jasmin Lowe,saharanpur,22408,88382754,5259
24-Aug-13,16-Sep-13,MUMBAI,VASAI,Residential,TATA,1868,Ratan Tata,565502,0.79,E,Annabel Feest,gorakhpur,5137,33224729,8187
9-Sep-13,2-Oct-13,MUMBAI,JUHU,Residential,VGN,1942,Pratish Devadoss,3683,0.26,D,Marianne Toy,guntur,33680,55299192,6315
18-Sep-13,11-Oct-13,MUMBAI,AIROLI,Residential,Carillion ,1927,Arlo Moore,8282,0.16,C,Miss Nels Hoeger,bikaner,25000,37556000,9389
19-Sep-13,12-Oct-13,DELHI,Mayur Vihar,Commercial,Kier Group (Inc. May Gurney),1862,Salvatore Hackett,7200,0.61,B,Madalyn Bosco,amravati,12800,45005312,5764
20-Sep-13,13-Oct-13,DELHI,Chanakyapuri,Commercial,Interserve,1856,Ms. Jeanie Hettinger,9644,0.85,E,Ellie Hermann,noida,58000,418754200,8494
21-Sep-13,14-Oct-13,DELHI,Vasant Kunj,Commercial,Mitie,1954,Johnnie Senger,7511,0.2,D,Kacie Miller,jamshedpur,17700,27820860,7859
25-Sep-13,18-Oct-13,DELHI,Saket,Commercial,Morgan Sindall,1920,Lexi Moore,9930,0.56,B,Mr. Katrina Considine,bhilai,17400,68724432,7053
29-Sep-13,22-Oct-13,DELHI,Pithampura,Commercial,BAM Construction/Nuttall,1850,Deon Emard,2625,0.02,D,Alisha Reichert,warangal,33800,4782700,7075
10-Oct-13,2-Nov-13,DELHI,Mayur Vihar,Residential,Laing O Rourke,1898,Ryann Becker,1723,0.73,E,Hazel Daniel,cuttack,12900,71531532,7596
11-Oct-13,3-Nov-13,DELHI,Chanakyapuri,Residential,Galliford Try ,1898,Carlee Koelpin,3361,0.5,C,Kobe Eichmann V,firozabad,53000,148373500,5599
13-Oct-13,5-Nov-13,DELHI,Vasant Kunj,Residential,Keller,1866,Lavonne Hudson,6649,0.78,A,Juwan Mante,kochi,16900,68493672,5196
16-Oct-13,8-Nov-13,DELHI,Saket,Residential,ISG,1924,Delta Durgan,6405,0.56,D,Brenden Davis I,bhavnagar,17000,76502720,8036
22-Oct-13,14-Nov-13,DELHI,Pithampura,Residential,Wates,1804,Florian D'Amore,2543,0.5,E,Sonia Will,dehradun,31000,145250500,9371
25-Oct-13,17-Nov-13,HYDERABAD,KUKATPALLY,Commercial,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Eleanora Carter III,durgapur,3168,15158880,7975
1-Nov-13,24-Nov-13,HYDERABAD,JUBLIEE HILLS,Commercial,Enterprise,1954,Polly Brakus,9410,0.87,C,Lilla Rau,asansol,11614,62282166,6164
1-Dec-13,24-Dec-13,HYDERABAD,BANJARA HILLS,Commercial,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Taya Lueilwitz,nanded,77845,306072528,6779
21-Mar-13,13-Apr-13,HYDERABAD,KONDAPUR,Commercial,Skanska,1904,Connor Wyman,2574,0.37,A,Jerrold Schaefer,kolhapur,46925,106882011,6156
22-Mar-13,14-Apr-13,HYDERABAD,MIYAPUR,Commercial,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Shaniya Mosciski,ajmer,3234,17247569,7960
23-Mar-13,15-Apr-13,HYDERABAD,KUKATPALLY,Residential,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Delores Schinner,gulbarga,2897,25506347,9570
27-Mar-13,19-Apr-13,HYDERABAD,JUBLIEE HILLS,Residential,Mace,1897,Coy Block,8200,0.86,B,Gregg Durgan,jamnagar,4828,29733045,7161
1-Apr-13,24-Apr-13,HYDERABAD,BANJARA HILLS,Residential,Costain,1949,Joany Littel,7859,0.64,A,Colin Batz DDS,ujjain,5025,25531824,7939
16-Apr-13,9-May-13,HYDERABAD,KONDAPUR,Residential,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Mrs. Sandra Hansen,loni,3447,6284398,5209
1-May-13,24-May-13,HYDERABAD,MIYAPUR,Residential,Mears,1824,Orion Nicolas,5484,0.41,B,Jack Goodwin,siliguri,2254,5534674,5989
2-May-13,25-May-13,BANGALORE,INDIRANAGAR,Commercial,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Domenick Sanford,jhansi,11784,17629335,5754
17-Jun-13,10-Jul-13,BANGALORE,JAYANAGAR,Commercial,Bowmer & Kirkland ,1930,Effie Legros,1865,0.25,C,Else Hirthe,ulhasnagar,124577,237350329,7621
10-Jul-13,2-Aug-13,BANGALORE,FRAZER TOWN,Commercial,Shepherd,1828,Donny O'Conner,5651,0.5,B,Gayle Lakin Jr.,nellore,10235,38908353,7603
17-Jul-13,9-Aug-13,BANGALORE,HEBBAL,Commercial,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Baby Rogahn,jammu,6838,12278313,8978
23-Jul-13,15-Aug-13,BANGALORE,KORAMANGALA,Commercial,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Cameron Daugherty,sangli-miraj & kupwad,12042,52645697,6072
26-Jul-13,18-Aug-13,PUNE,Kalyani Nagar,Residential,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Desmond Hudson,belgaum,10183,20773320,8500
28-Jul-13,20-Aug-13,PUNE,Hinjewadi,Residential,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Rylee Rolfson PhD,mangalore,4562,8743529,5180
17-Mar-11,9-Apr-11,PUNE,Koregaon Park,Residential,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Ms. Laurence Frami,ambattur,7025,49077774,7512
18-Oct-11,10-Nov-11,PUNE,Magarpatta,Residential,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Dahlia Grimes,tirunelveli,4724,15832108,7794
12-Apr-13,5-May-13,Chennai,T-Nagar,Commercial,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Mr. Jane Bechtelar,melagaon,10563,3691135,8736
23-Jan-11,15-Feb-11,Chennai,Anna Nagar,Commercial,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Lance Krajcik,gaya,19524,41224926,8446
7-Feb-11,2-Mar-11,Chennai,Adyar,Commercial,Mclaren,1862,Steve Guªann,5661,0.3,C,Rosanna Upton,jalgaon,15195,37015020,8120
23-Feb-11,18-Mar-11,Chennai,Porur,Commercial,Emcor,1827,Adrain Corkery,6375,0.45,D,Emilie Schaefer,udaipur,4720,11034180,5195
20-Mar-11,12-Apr-11,Chennai,OMR,Commercial,Renew Holdings ,1815,Jefferey Gaylord V,6423,0.93,C,Miss Theresia Volkman,maheshtala,3393,25982305,8234
22-Mar-11,14-Apr-11,Chennai,T-Nagar,Residential,Sisk,1890,Jovany Tillman III,2307,0.09,E,Kay Reichel,tirupur,9317,5850424,6977
24-Mar-11,16-Apr-11,Chennai,Anna Nagar,Residential,Enserve (Spice),1932,Mikel Emard,4343,0.47,B,Salvador O'Reilly DVM,davanagere,7611,34269289,9580
30-Mar-11,22-Apr-11,Chennai,Adyar,Residential,Northstone NI,1938,Asa Bechtelar,6450,0.59,A,Dr. Emmalee Huels,kozhikode,9743,46124921,8024
24-Apr-11,17-May-11,Chennai,Porur,Residential,Seddon ,1846,Sincere Wisozk,3997,0.11,D,Eve Paucek,akola,2922,2781247,8653
23-May-11,15-Jun-11,Chennai,OMR,Residential,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,Cruz Greenfelder,kurnool,2887,5841065,6131
23-Jul-11,15-Aug-11,KOLKATA,New Alipore,Commercial,Robertson Group ,1832,Brenden Hills,8611,0.14,B,Nat McClure III,rajpur sonarpur,5856,4847714,5913
27-Jul-11,19-Aug-11,KOLKATA,Salt Lake,Commercial,Byrne Group,1959,Dante Stanton,7750,0.45,C,Jonathan Crona DVM,bokaro,4258,11071226,5778
30-Jul-11,22-Aug-11,KOLKATA,Dum Dum,Commercial,John Graham,1907,Jack Volkman,6540,0.87,D,Brianne Maggio,south dumdum,2737,19242396,8081
7-Aug-11,30-Aug-11,KOLKATA,Tollygunge,Commercial,Spie Matthew Hall,1963,Bethany Mohr IV,8478,0.19,E,Mortimer Ledner,bellary,3467,6369919,9670
9-Sep-11,2-Oct-11,KOLKATA,Ballygunge,Commercial,Severfield-Rowen,1845,Loyal O'Keefe,9210,0.87,C,Shayne Lehner,patiala,9185,55664958,6966
13-Sep-11,6-Oct-11,KOLKATA,New Alipore,Residential,Clancy,1940,Alvera Murray,9782,0.53,A,Kristoffer Williamson,gopalpur,5862,27150850,8739
3-Oct-11,26-Oct-11,KOLKATA,Salt Lake,Residential,RG Carter,1827,Carlie Stiedemann,1892,0.19,D,Boyd Kihn,agartala,7050,11770187,8787
9-Oct-11,1-Nov-11,KOLKATA,Dum Dum,Residential,Ardmore ,1884,Johan Hayes,1605,0.86,E,Ms. Bernie Fadel,bhagalpur,3025,24565965,9443
26-Dec-12,18-Jan-13,KOLKATA,Tollygunge,Residential,Integral UK ,1910,Ramon Swaniawski,3722,0.6,C,Ms. Beatrice Homenick,muzaffarnagar,5477,21771075,6625
27-Dec-12,19-Jan-13,KOLKATA,Ballygunge,Residential,Brookfield Multiplex,1994,Athena Morar,9625,0.21,A,Ms. Melissa Collier,bhatpara,10597,16990700,7635
28-Dec-12,20-Jan-13,PUNE,Aundh,Commercial,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Malika Pfannerstill,panihati,7359,47865144,6570
29-Dec-12,21-Jan-13,PUNE,Kalyani Nagar,Commercial,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Guiseppe Howell V,latur,7629,17437910,9938
30-Dec-12,22-Jan-13,PUNE,Hinjewadi,Commercial,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Gabrielle Toy,dhule,4777,23488175,5069
31-Dec-12,23-Jan-13,PUNE,Koregaon Park,Commercial,Longcross,1961,Malachi Larson,8600,0.28,D,Julian Roob,rohtak,9306,24548111,9421
1-Jan-13,24-Jan-13,PUNE,Magarpatta,Commercial,Higgins ,1840,Joshua Dickens,2322,0.07,C,Rylan Corkery,korba,6480,3289961,7253
2-Jan-13,25-Jan-13,PUNE,Aundh,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Clyde Friesen,bhilwara,9806,84955262,9845
3-Jan-13,26-Jan-13,PUNE,Kalyani Nagar,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Sim Kihn,brahmapur,8472,38855981,5460
4-Jan-13,27-Jan-13,PUNE,Hinjewadi,Residential,United House,1959,Estel Botsford,1728,0.64,B,Alberta Donnelly,muzaffarpur,4359,16618600,5957
5-Jan-13,28-Jan-13,PUNE,Koregaon Park,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Laury Sanford,ahmednagar,8936,35866959,5424
6-Jan-13,29-Jan-13,PUNE,Magarpatta,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Saige Kshlerin,mathura,6023,26893659,6034
7-Jan-13,30-Jan-13,Chennai,T-Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Caden Stokes,kollam,10122,62259207,8312
8-Jan-13,31-Jan-13,Chennai,Anna Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Emiliano Bins,ludhiana,20169,97236766,6515
9-Jan-13,1-Feb-13,Chennai,Adyar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Claudine Pfeffer,agra,19644,124069540,8535
10-Jan-13,2-Feb-13,Chennai,Porur,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Mitchel Bayer,nashik,4969,21143095,5750
11-Jan-13,3-Feb-13,Chennai,OMR,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Cleve Hansen,faridabad,5021,3597848,8957
12-Jan-13,4-Feb-13,Chennai,T-Nagar,Residential,Buckingham ,1914,Roger Rempel,2994,0.69,E,Nikki Wiza,meerut,11644,75442640,9390
13-Jan-13,5-Feb-13,Chennai,Anna Nagar,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Gaylord Crooks,rajkot,119335,232108962,9262
14-Jan-13,6-Feb-13,Chennai,Adyar,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Travis Hansen,kalyan-dombivali,10672,60950994,8159
15-Jan-13,7-Feb-13,Chennai,Porur,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Linnea Breitenberg,vasai-virar,4591,22098824,7891
16-Jan-13,8-Feb-13,Chennai,OMR,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Liliana Harber V,varanasi,4005,12061058,6023
17-Jan-13,9-Feb-13,KOLKATA,New Alipore,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Isaac Buckridge,srinagar,6171,44377883,9988
18-Jan-13,10-Feb-13,KOLKATA,Salt Lake,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Heloise Harber,aurangabad,6501,15788849,6564
19-Jan-13,11-Feb-13,KOLKATA,Dum Dum,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Annabel Hand,dhanbad,3243,16762418,7280
20-Jan-13,12-Feb-13,KOLKATA,Tollygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ellen Olson,amritsar,5477,27969615,6901
21-Jan-13,13-Feb-13,KOLKATA,Ballygunge,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Rosemarie Cole,navi mumbai,11903,59957554,6807
27-Jul-11,19-Aug-11,KOLKATA,New Alipore,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ashtyn Kreiger V,allahabad,5591,23466992,5672
30-Jul-11,22-Aug-11,KOLKATA,Salt Lake,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Wellington Balistreri,ranchi,6307,32926955,7055
7-Aug-11,30-Aug-11,KOLKATA,Dum Dum,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Elwin Kuvalis,howrah,3184,16615640,7052
9-Sep-11,2-Oct-11,KOLKATA,Tollygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Vidal Dickinson,coimbatore,3572,22837939,8640
13-Sep-11,6-Oct-11,KOLKATA,Ballygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ms. Anibal Kutch,jabalpur,8716,54256054,8412
3-Oct-11,26-Oct-11,PUNE,Aundh,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Mallie Hintz,gwalior,5900,28767574,6589
9-Oct-11,1-Nov-11,PUNE,Kalyani Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Sigurd Macejkovic,vijayawada,6599,37972230,7776
14-Oct-11,6-Nov-11,PUNE,Hinjewadi,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Octavia Doyle,jodhpur,3900,20655102,7157
18-Oct-11,10-Nov-11,PUNE,Koregaon Park,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Melany Keebler DVM,madurai,8022,5824614,9076
3-Nov-11,26-Nov-11,PUNE,Magarpatta,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Agustin Conroy,raipur,5236,27649065,7653
13-Nov-11,6-Dec-11,PUNE,Aundh,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Ernest Reichert,kota,6936,10641627,7306
2-Dec-11,25-Dec-11,PUNE,Kalyani Nagar,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Natasha Jaskolski,guwahati,7034,31866834,6472
9-Dec-11,1-Jan-12,PUNE,Hinjewadi,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Eleanora Lakin,chandigarh,3491,21802552,7097
22-Dec-11,14-Jan-12,PUNE,Koregaon Park,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Miss Ebba Jerde,solapur,7736,36416137,5604
24-Dec-11,16-Jan-12,PUNE,Magarpatta,Residential,United House,1959,Estel Botsford,1728,0.64,B,Johnny Konopelski,hubballi-dharwad,5273,28192411,8354
3-Jan-12,26-Jan-12,Chennai,T-Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Christian Ferry,bareilly,12628,55563705,5946
5-Jan-12,28-Jan-12,Chennai,Anna Nagar,Commercial,Malcolm Group,1962,Demond Ward,3028,0.84,E,Shanel Anderson,morababad,21639,156338313,8601
13-Jan-12,5-Feb-12,Chennai,Adyar,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Patience Terry DDS,mysore,21629,100330875,7248
15-Jan-12,7-Feb-12,Chennai,Porur,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Lemuel Schamberger,gurgaon,4964,30801124,8385
24-Jan-12,16-Feb-12,Chennai,OMR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Lenore Rodriguez IV,aligarh,3264,24015924,9943
27-Jan-12,19-Feb-12,Chennai,T-Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Michel Walker,jalandhar,9911,54023275,7366
28-Jan-12,20-Feb-12,Chennai,Anna Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Wilfred Satterfield,tiruchirapalli,8660,32189393,5023
13-Feb-12,7-Mar-12,Chennai,Adyar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Tod Beahan,bhubaneshwar,9816,71730420,9875
